"";"OBJECTID";"GEMEINDE_ID";"dom.min";"dom.mean";"dom.sd";"dom.max";"n_outliers";"aspect.N";"aspect.NO";"aspect.O";"aspect.SO";"aspect.S";"aspect.SW";"aspect.W";"aspect.NW";"flat";"inclined";"eign.nicht";"eign.wenig_2040";"eign.wenig_2020";"eign.geeignet";"eign.gut";"eign.sehr_gut";"glo_eign.nicht";"glo_eign.wenig_2040";"glo_eign.wenig_2020";"glo_eign.geeignet";"glo_eign.gut";"glo_eign.sehr_gut";"ertrag_PV";"ertrag_ST"
"3435";2314039;50101;422,631774902344;432,040402394421;4,97018382214157;446,164001464844;33;90,4275433242497;22,5847591364456;14,1911337234184;13,904320722596;9,86433151007764;28,2053344447284;39,2725193238712;162,132492084284;5,03403348674523;375,548400782926;260,105852164528;64,4589105503519;28,9413451530035;21,8280166092996;5,248309792488;NA;90997,0705696064;38635,924976517;22503,6122473369;20187,7126839901;5477,13609944048;NA;202,685614717055;447,299261828657
"3436";2314040;50101;431,237396240234;433,289494441106;0,894524472639015;435,100891113281;0;8,85762056893775;39,016194712138;25,0215907568472;3,03761954406673;12,5524014050141;23,8656010755732;6,88948966402714;15,382233037458;4,01168674902445;130,611064015038;2,87436492809012;21,3764960709467;38,5604987606892;21,8847087472766;26,7435853171358;23,1830969399238;1385,44389533944;13813,6861576492;29635,2403194384;19807,4440741394;28637,2026791988;27985,4549797115;247,01576592905;533,030646617481
"3437";2314049;50101;423,909423828125;426,172837743219;0,395258222185514;426,567932128906;2;2,96710080369416;34,8700056684658;2,48871657248082;2,00490732550791;1,00705626130118;15,2034290586272;1,08730660906982;1,00047887571502;22,2286811746641;38,4003200001978;13,0779747147471;20,1530365531674;27,3979899069474;NA;NA;NA;5954,00808739998;12719,4375212176;20836,0470901097;NA;NA;NA;136,92083112504;298,184850556432
"3438";2314050;50101;423,569244384766;430,560142662874;0,794712388629855;431,532135009766;6;70,6985618407151;120,24744924252;122,437068489918;82,2029469054221;96,1549445482838;71,3868770506631;85,0187083813389;64,1470255837736;545,740877555527;166,552704487107;27,7862169504562;14,5389092760562;13,8534922689196;30,98150816569;514,577575817059;110,555879564454;7882,55994050783;9048,65595359816;10430,3792983068;28887,4808908391;573403,50952533;132798,965829157;225,906122548453;485,637930852062
"3439";2314051;50101;423,597503662109;430,741790963419;4,09314970658798;444,821990966797;25;78,2346149147139;35,7913351148237;80,070783476062;12,7871553911968;30,660096581141;4,10583963812376;66,8076609157162;61,1518320168409;NA;369,609318048618;221,404127591059;71,7006497289772;12,9365997187735;58,8793385331787;4,68860247662952;NA;71329,7867821442;43899,8025385879;10160,1317742759;53759,6810397996;4822,15188745096;NA;210,326503053615;462,821519552852
"3440";2314052;50101;424,858734130859;430,914287823462;1,93607160211346;434,216766357422;19;75,3232143987581;82,652191673145;58,3020871851306;42,278372898859;27,1484913473107;30,4660216111514;25,5027572856124;50,6191530524161;22,1972671831488;370,095022269235;77,0919427101775;94,7630363947153;66,7468338727059;62,8307035022746;60,7183853425512;30,141387629959;36073,8933609307;59971,9170352111;52583,2616990133;57851,7368876036;64867,5365719842;36558,4641798203;224,799407694102;486,809185351088
"3441";2314087;50101;432,425537109375;433,356282182173;0,565947374581203;434,704010009766;0;NA;NA;1,01023313135457;27,0270880818538;1,06735057173529;NA;NA;30,130420273623;5,03498826621641;54,2001037923503;NA;2,1536097803017;6,53666786561642;19,4237555679808;5,20714753430257;25,9139113103652;NA;1290,4987249726;5357,4233993367;16998,881509614;5734,39818496893;31607,9836101336;206,167559060546;443,557712211097
"3442";2314107;50101;437,133239746094;439,130911055522;0,760709480088193;441,011322021484;0;36,2755459594181;20,7789668528054;59,9305705056053;12,4434720092808;24,9197967483993;14,7165977835664;49,1284190346391;22,3098990688281;30,1525713728648;210,350696589678;NA;10,1353832202116;22,5571802651834;29,5261213832172;111,139492186783;67,1450909071471;NA;6165,2830413981;18016,7038259982;27579,845130475;120234,663372211;81778,7325549627;237,217008346092;510,100960653357
"3443";2314114;50101;425,177337646484;425,301152038574;0,0807095099522844;425,435729980469;0;16,1038688125302;1,00067842928359;NA;NA;NA;NA;3,8008683274705;NA;17,0490262866924;3,85638928259188;3,8008683274705;8,09515497930227;9,00939226251148;NA;NA;NA;1505,0158535895;5349,10596982817;6651,33908762454;NA;NA;NA;123,992953300305;270,109218220844
"3444";2314115;50101;425,128845214844;425,289349365234;0,0986208649555974;425,455352783203;0;16,1659472951936;3,16277512794894;NA;NA;1,22208015183168;NA;NA;NA;17,0336631209274;3,51713945404682;NA;2,29505930221513;17,0336631209274;1,22208015183168;NA;NA;NA;1390,11784192669;13392,8005638647;1063,08752407838;NA;NA;146,275525786358;316,920118597395
"3445";2314117;50101;424,338989257812;427,543604532878;1,18386224788492;430,246490478516;0;29,6455407333198;13,5009674219628;20,3532893083025;1,16159265805284;26,0238511175342;1,3429420192838;4,14748614972172;2,63448955944309;NA;98,8101589676207;36,6168253678478;9,6581572852389;18,539595386376;4,29761440570592;11,3870630546826;18,3109034677695;16353,6497413906;6057,77319615482;14685,1724670637;4010,43622525165;12382,853621343;21831,5140497567;231,690712359145;502,142662006403
